Specified Values,Specified Attribute Names,eventStatus,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
"1, 0, 0, 2, 1","N9, N65, N84, M0P5, M0P6","70.8325,86.47639189065158",1.0,0.948504967639143,1,356.2955073568198,49929,47529,0.05,0.001075302613205596,44,64,True
"0, 0","N45, N62","0,78.85",0.7818380761300009,0.008431014480814724,1,290.1895490307651,49971,47538,0.02,0.0008757943166688161,2147,2392,True
"0, 0","N7, M0P6","71.19772643100195,87.1675",0.35729661674456303,0.2044166529424204,1,315.6877508489414,49998,47544,0.02,0.0009932556005728694,187,841,True
"1, 1, 2","N20, N22, M0P5","79.07,87.1675",0.7550854528439959,0.7812323906968996,2,340.24908965230804,49988,47545,0.03,0.002053748799462368,50,115,True
"1, 1, 1, 0","N8, N9, N21, N49","77.12614119454986,87.1675",0.10556912243095563,0.19686199583359715,1,282.69755745525606,49950,47550,0.04,0.0008531834278057378,11,68,True
"0, 1","N5, M0P5","0,36.5625",1.0,0.9556275135610685,1,283.6015824448787,49983,47568,0.02,0.0008722102182278909,1231,1401,True
"2, 2","M0P5, M0P6","70.8325,89.0775",1.0,0.911415788241797,1,327.91368245547886,49988,47588,0.02,0.000989646044840866,42,64,True
"1, 2, 2","N22, M0P5, M0P6","79.07,87.1675",1.0,0.9061450210882853,2,352.7869875774236,49988,47588,0.03,0.002129427746429723,20,32,True
"1, 0","N46, N61","0,36.5625",1.0,0.896383085253754,1,307.6300235949369,49892,47590,0.02,0.0009284298045915373,1154,1452,True
"0, 0, 0","N21, M0P5, M0P6","63.95139104944798,87.1675",1.0,0.8097222414357468,3,362.61178497297925,49971,47613,0.03,0.0032830955645766742,141,237,True
"0, 0, 0, 0, 0, 0","N11, N13, N28, N86, M0P5, M0P6","71.19772643100195,87.1675",1.0,0.9239212843092484,1,385.7151689347487,49971,47613,0.06,0.0011640913807347067,54,77,True
"0, 1","N65, N69","0,48.725145513595585",0.9973443949726242,0.7920698309771627,1,311.0165930340629,49983,47670,0.02,0.0009756336122888426,1193,1469,True
"0, 0, 0, 0","N27, N95, M0P5, M0P6","63.95139104944798,87.1675",0.9956430518208899,0.7885601835414235,1,378.24565674044817,49998,47686,0.04,0.0011415483348190068,134,233,True
"1, 0, 2, 0, 0, 0","N3, N19, N68, N70, N95, M0P6","82.85047247875899,109.10946613932475",1.0,0.9994468950454175,1,327.56673522214703,49700,47697,0.06,0.0009885989553913982,10,11,True
"0, 0, 0, 0","N0, N7, M0P5, M0P6","71.19772643100195,87.1675",1.0,0.8236838041130667,1,374.62940975799086,49998,47721,0.04,0.0011306344732913089,137,246,True
"1, 0","N73, M0P6","66.09168467398428,87.1675",0.26708274950168076,0.2034356210080327,1,360.5318142633497,49971,47721,0.02,0.0010880878204082524,79,280,True
"0, 1, 0, 0, 1, 2","N2, N20, N37, N73, N96, M0P5","74.70805475348311,91.8062493901773",1.0,0.8632468931600722,1,342.08477666984265,49988,47727,0.06,0.0010324145174318703,20,38,True
"0, 0, 0","N95, M0P5, M0P6","63.95139104944798,94.43870053166134",0.9951782688181796,0.7875997231054952,2,381.78318663781783,49998,47755,0.03,0.002304449255142972,149,244,True
"0, 0","N54, N65","13.842141643307242,15.080840755994348",0.7993472878267793,0.2129922566371376,1,310.3847745854295,49934,47765,0.02,0.0009732500710468863,220,2734,True
1,N6,"0,31.0975",1.0,0.8642216503152279,1,308.2707561916071,49951,47777,0.01,0.0009303635405532301,893,1264,True
0,N65,"0.9024999999999999,42.88652033416547",1.0,0.8422948525728805,1,311.06950318431046,49983,47810,0.01,0.0009758332163452071,2201,2806,True
0,N25,"0,36.5625",1.0,0.8727242345968765,1,281.5909950698254,49983,47810,0.01,0.0008498438139173792,896,1170,True
"1, 1, 2","N9, N21, M0P5","74.08033815446178,87.1675",1.0,0.9167057761363878,1,326.3569800999211,49950,47816,0.03,0.000984947905020545,33,54,True
"0, 1, 0, 1","N11, N32, N45, N52","0,50.1875",1.0,0.8455708535094344,1,312.7900723539004,49912,47830,0.04,0.0009440028718916113,238,272,True
0,N62,"0.9024999999999999,26.73376717396568",1.0,0.886194323415447,1,301.7439360418041,49983,47839,0.01,0.0009406524236081871,1987,2852,True
"0, 0, 0, 1, 2","N41, N47, N62, N82, M0P5","79.07,87.1675",1.0,0.8098126874909501,1,319.19173032625383,49470,47870,0.05,0.0009633231254574981,3,7,True
"1, 0, 0, 2, 1","N9, N54, N84, M0P5, M0P6","81.90180536330581,87.1675",1.0,0.9096206817956008,1,350.53178062835246,49929,47873,0.05,0.0010579076410969048,35,64,True
"0, 2","N65, M0P5","70.8325,86.47639189065158",0.45932193376644165,0.3513153388055029,1,332.0281619148606,49988,47897,0.02,0.0010020635758602038,112,420,True
"2, 2, 0","N17, N64, N97","0,62.6725",0.27826706964414755,0.7116609464555659,1,350.77498976948897,49505,47905,0.03,0.001058641648177038,3,3,True
1,N76,"0,63.1175",0.849037237087311,0.4235229911044912,1,278.6052817057296,49981,47919,0.01,0.0008408329077554898,1208,1424,True
"0, 0, 0","N0, M0P5, M0P6","71.19772643100195,87.1675",0.9975007300787165,0.7923918497504077,4,359.8063786779451,49998,47922,0.03,0.004343593800670257,148,286,True
0,N87,"0,50.1875",1.0,0.8146345317732195,1,292.3640603746644,49983,47938,0.01,0.0009052667514338329,1528,1817,True
"0, 1, 1, 2","N17, N55, M0P5, M0P6","76.27000392788355,86.09619367955565",0.3009406832085617,0.4286420981094555,1,333.5409872709466,49920,47947,0.04,0.001006629294554753,14,52,True
"1, 1","N12, N36","81.90180536330581,87.1675",0.2024948875089908,0.28355628012217676,1,316.0922543146521,49924,47952,0.02,0.0009539688827403548,25,172,True
"0, 1, 2, 1, 1, 1","N8, N12, N14, N36, N63, N71","79.07,87.1675",0.26120543590865053,0.5789397691663261,1,319.8389313282074,49552,47952,0.06,0.0009652763831166608,3,11,True
0,N65,"0,25.902822694684037",1.0,0.8890276350284523,1,311.06950318431046,49983,47953,0.01,0.0009758332163452071,1858,2669,True
"2, 2","M0P5, M0P6","82.19103404387833,87.1675",0.4024892738244443,0.6027146859700762,1,327.9136760360059,49988,47967,0.02,0.0009896460254668468,17,55,True
0,N16,"0,42.88652033416547",1.0,0.834446346192407,1,322.28043064069055,49983,47988,0.01,0.0009726448470367617,2002,2569,True
"0, 2, 1","N65, M0P5, M0P6","70.8325,86.47639189065158",0.8646161399625043,0.6538637229856866,2,339.30685588223713,49945,48001,0.03,0.0020480614617649374,75,181,True
2,M0P5,"70.8325,89.0775",0.5497680017305872,0.37898512115593846,2,325.2810725099057,49988,48020,0.01,0.001963401615086492,133,443,True
"0, 2","N26, M0P6","76.54308002857317,89.0775",0.20538222858611385,0.309339588490697,1,310.82510838178746,49988,48020,0.02,0.0009380725953362241,57,252,True
"1, 2, 1, 2","N55, N71, N81, M0P6","76.27000392788355,86.09619367955565",1.0,0.8097801217908029,1,300.1595627020546,49625,48025,0.04,0.0009058838954961365,3,7,True
"1, 1, 2","N55, N81, M0P6","76.27409704843437,86.09210055900483",0.4205769744821556,0.6453233003431186,1,323.3590718861926,49920,48025,0.03,0.0009759001947075875,18,54,True
"1, 0","N71, M0P6","63.95139104944798,87.1675",0.1688458068869466,0.1419904216779099,1,319.93151908168386,49998,48032,0.02,0.0009655558136769916,119,423,True
"0, 0, 0, 0","N7, N13, N33, M0P6","71.19772643100195,87.1675",0.4309976107768142,0.25613756634991136,1,325.9185665694518,49944,48032,0.04,0.001031851452374027,121,505,True
1,N26,"0,50.1875",1.0,0.8055400139882328,1,292.91079479836924,49926,48039,0.01,0.0008840070575669183,826,994,True
"2, 1, 0, 1","N14, N36, N52, N71","76.54308002857317,87.1675",1.0,0.9223248942595643,1,273.9615980133111,49646,48046,0.04,0.0008268182342436032,11,19,True
"1, 2","N49, N78","0,48.725145513595585",0.9924723059027842,0.78199347898235,1,310.0209920269258,49967,48053,0.02,0.000935645765921173,204,247,True
"2, 0, 0, 0, 0","N69, N79, N95, M0P5, M0P6","71.19772643100195,87.1675",1.0,0.8870645216994517,1,402.4945138533568,49944,48056,0.05,0.001214731574243484,24,40,True
"0, 0, 0","N11, M0P5, M0P6","63.95139104944798,86.08896694137103",1.0,0.9015868178482803,1,371.9173587651209,49998,48060,0.03,0.0011224494822948904,94,139,True
"0, 0","N87, N95","0.9024999999999999,48.725145513595585",1.0,0.8284796026398852,1,297.3756912596515,49983,48086,0.02,0.0009241731776859733,1188,1430,True
"0, 1, 0, 0, 0","N62, N75, N95, M0P5, M0P6","63.95139104944798,87.1675",1.0,0.8697570588490908,1,393.7288356507082,49944,48088,0.05,0.001188276689230332,89,136,True
"1, 2, 0, 0, 0","N3, N68, N70, N95, M0P6","82.85047247875899,109.10946613932475",0.3315444386241942,0.6983614829034139,1,335.74283479944154,49700,48100,0.05,0.0010132744875262709,15,37,True
"0, 1, 0","N11, N17, M0P5","66.09168467398428,87.1675",0.10751793032509684,0.19847469931581427,1,316.1884955081756,49971,48105,0.03,0.0009542593394111716,50,189,True
"0, 0","N21, N92","0.9024999999999999,25.902822694684037",1.0,0.8740859282688023,1,315.5503904019988,49934,48122,0.02,0.00095233353323623,630,937,True
"0, 0, 2, 1","N54, N84, M0P5, M0P6","81.90180536330581,87.1675",0.7386998807580468,0.7683521028507603,1,349.9486431503585,49929,48125,0.04,0.0010561477276514709,39,99,True
"0, 2","N65, M0P5","81.90180536330581,90.07482482070454",0.7081340169980025,0.4730874556425028,2,332.0281619148606,49988,48132,0.02,0.0020041271517204076,96,384,True
"0, 0, 0, 0","N27, N33, M0P5, M0P6","71.19772643100195,87.1675",0.9784230055114487,0.7524705960243697,1,347.4868846376222,49914,48147,0.04,0.0010487181213073879,108,227,True
"0, 2, 0, 0, 1","N7, N25, N28, N84, M0P6","81.90180536330581,87.1675",1.0,0.8945631736506373,2,313.18631868288867,49929,48150,0.05,0.001890397492790641,23,41,True
"0, 0, 0, 1, 2","N2, N32, N73, N96, M0P5","81.90180536330581,99.0",1.0,0.8616528917455103,1,321.7448288377922,49988,48155,0.05,0.0009710283966285969,19,34,True
"2, 1","M0P5, M0P6","81.90180536330581,87.1675",0.9331073045871746,0.6515315103398657,1,339.2658504849584,49945,48160,0.02,0.0010239069762744567,57,182,True
"0, 0, 1, 1","N17, N37, N55, N81","76.27409704843437,86.09210055900483",0.35068576026569737,0.341768906884865,1,305.9986634727532,49920,48180,0.04,0.0009567034242190201,43,226,True
"0, 1, 0, 2","N7, N21, N31, M0P5","74.08033815446178,87.1675",1.0,0.8641114965286479,1,350.6053279706081,49837,48204,0.04,0.0010581296075480354,20,38,True
0,N1,"0.9024999999999999,42.26335021829383",1.0,0.8495093982535861,2,317.5240231402565,49983,48216,0.01,0.0019165799443905708,1705,2183,True
"0, 2, 1, 0, 0, 0, 0","N11, N19, N30, N44, N86, N89, M0P5","71.19772643100195,87.1675",0.06209025075179494,0.08120945697086836,1,309.65585544726804,49821,48221,0.07,0.000934543780882979,3,16,True
"1, 0, 0, 0","N75, N95, M0P5, M0P6","63.95139104944798,87.1675",1.0,0.8697570588490908,1,393.7288356507082,49944,48232,0.04,0.001188276689230332,83,126,True
"0, 1, 0, 0","N11, N17, M0P5, M0P6","63.95139104944798,87.1675",1.0,0.8882622624111983,1,393.9739298117015,49971,48232,0.04,0.0011890163853150585,39,58,True
"1, 0, 2","N22, N77, M0P5","79.07,87.1675",0.6077072362690441,0.6093091169390632,1,339.3900993777969,49988,48237,0.03,0.001024281960399708,35,111,True
"0, 0, 0, 0, 0","N0, N7, N13, N21, M0P6","66.09168467398428,87.1675",0.1789687349416508,0.23564585310048608,1,332.7055654605444,49971,48249,0.05,0.0010574554716948018,95,346,True
"2, 0","N57, N66","0,36.5625",1.0,0.9100476108534395,1,307.42639344639946,49951,48279,0.02,0.0009278152472189952,331,407,True
"0, 0, 0, 0","N0, N5, M0P5, M0P6","71.19772643100195,87.1675",0.99548877315186,0.7882414512454785,1,358.14225841006845,49998,48314,0.04,0.0010808761222521463,117,226,True
"0, 1, 1, 1","N17, N55, N59, N81","76.27409704843437,86.09210055900483",0.2678888770182407,0.3228012030335088,1,316.7881261908335,49920,48320,0.04,0.0009974067772513988,21,111,True
"1, 1, 2","N55, N81, M0P6","76.27409704843437,81.72667958802923",0.37767197550738696,0.5947262752249947,1,323.3648224670841,49780,48320,0.03,0.0009759175500054578,13,49,True
"1, 0","N75, M0P6","71.19772643100195,87.1675",0.30606276868582805,0.2378154711101184,1,342.4163120859203,49944,48324,0.02,0.0010334150938969603,106,476,True
"1, 2, 0, 0, 2","N9, N25, N28, N84, M0P5","81.90180536330581,87.1675",1.0,0.9992487507101288,1,369.53889715661893,49929,48329,0.05,0.001115271266655842,12,12,True
"0, 0, 1","N1, N45, M0P5","0,78.85",0.7818432552821827,0.009183226427928407,1,308.00822372353565,49967,48338,0.03,0.0009295712155220704,717,757,True
"0, 0, 0, 0","N11, N86, M0P5, M0P6","71.19772643100195,87.1675",1.0,0.9163441551710644,1,395.9946371262748,49998,48344,0.04,0.001195114895711678,74,107,True
"1, 0, 2","N20, N62, M0P5","79.07,87.1675",0.7337527040079561,0.5747633025575891,2,325.9949368565822,49988,48345,0.03,0.0019677105113908556,52,182,True
"0, 0, 0","N21, M0P5, M0P6","71.19772643100195,87.1675",0.9893787159936955,0.7755534199223858,2,362.61178497297925,49971,48371,0.03,0.0021887303763844495,92,182,True
0,N5,"0,50.1875",0.9956721782341227,0.7886203483930058,2,303.71502793745304,49983,48373,0.01,0.0018961767739071101,1792,2190,True
"1, 2","N22, M0P6","79.07,87.1675",0.2681184365791949,0.27101503062083754,2,318.64770781214304,49988,48388,0.02,0.0019233625225547608,27,163,True
"1, 1, 2","N8, N20, M0P5","79.07,87.1675",0.5481777227269546,0.7672450067490021,1,312.22434880626196,49988,48388,0.03,0.0009422955138234716,24,60,True
0,N17,"-7.871292300709113,42.88652033416547",1.0,0.8227340962777117,1,299.73311744493833,49967,48409,0.01,0.0009330665908961331,1074,1398,True
"0, 0, 0","N85, N95, M0P6","71.19772643100195,87.1675",0.20424803947613662,0.15933331194256,1,317.79516322791085,49998,48413,0.03,0.001001205834267292,93,460,True
"2, 1, 0, 0, 2, 1","N10, N22, N65, N84, M0P5, M0P6","70.8325,86.47639189065158",1.0,0.9092054324324196,1,365.2789694762656,49310,48431,0.06,0.0011024147717740155,4,8,True
"0, 0, 0, 0, 0","N11, N82, N86, N89, M0P6","71.19772643100195,87.1675",0.30459613292254645,0.21917832652785624,1,353.60426431578344,49944,48440,0.05,0.0010671804207696986,39,179,True
2,M0P5,"81.90180536330581,89.0775",0.8624401276254441,0.4657260064112811,1,325.2810725099057,49988,48467,0.01,0.000981700807543246,85,372,True
"0, 0, 1, 0, 0","N11, N13, N75, M0P5, M0P6","71.19772643100195,87.1675",1.0,0.9449665609743343,1,421.997098723955,49944,48486,0.05,0.001273590527114355,41,55,True
"1, 2, 2, 0, 1, 0","N3, N47, N68, N70, N84, M0P6","82.85047247875899,109.10946613932475",0.3073907623961412,0.7676938107038271,1,351.0593655389074,49297,48497,0.06,0.0010594998964616052,2,5,True
0,N37,"-7.63951760069841,25.902822694684037",1.0,0.8858483454585533,1,304.84745770143616,49983,48501,0.01,0.000952360489251155,1494,2160,True
"0, 0, 0, 1","N7, N65, N84, M0P6","81.90180536330581,86.47639189065158",0.24744573233804362,0.30584531811078264,1,303.89139444920465,49929,48510,0.04,0.0009171465927429342,55,450,True
"0, 2, 0, 2","N7, N25, N45, M0P5","81.90180536330581,87.1675",1.0,0.8331277408025349,1,350.3141361259724,49929,48510,0.04,0.0010572507882954333,11,23,True
"1, 2","N60, M0P5","70.8325,89.0775",0.2672002733206332,0.27630926777962395,1,325.74653639668423,49988,48516,0.02,0.0009831055811748836,33,122,True
1,M0P5,"0,25.902822694684037",1.0,0.9476736868549877,2,281.86957402750835,49983,48518,0.01,0.0017313523992588712,869,1104,True
"0, 0","N21, N66","0.9024999999999999,50.1875",0.9986043040274583,0.7946627089535994,1,290.1766898277011,49983,48518,0.02,0.0008757555074939236,971,1182,True
"1, 0, 2","N20, N32, M0P5","75.36971106957508,92.46790570626926",0.44597448894228936,0.6870432010675089,1,343.5773687880384,49988,48527,0.03,0.001036919172057051,23,58,True
"1, 1","N9, N21","74.08033815446178,87.1675",0.1564750241142023,0.2976432662688896,1,294.3277504006314,49950,48527,0.02,0.0008882834405985541,59,305,True
1,N19,"0.623170115871641,42.26335021829383",1.0,0.8531699151176921,1,320.5470147497874,49967,48533,0.01,0.0009674133843919253,859,1108,True
"0, 0, 0, 0, 0, 0","N0, N5, N84, N95, M0P5, M0P6","71.19772643100195,87.1675",0.9603361971712572,0.795521781673013,1,382.8498267163317,49998,48555,0.06,0.0011554437556269713,41,83,True
"1, 1, 0, 2","N9, N20, N54, M0P5","79.07,87.1675",0.6274487801119119,0.6804099005566684,1,329.7547810200472,49945,48585,0.04,0.0009952024946326024,23,71,True
"1, 1, 0","N9, N61, N95","79.07,85.95451690228161",0.22195853657845893,0.22706080509520266,1,337.054800843724,49804,48585,0.03,0.0010172340112550983,13,84,True
"0, 2","N32, M0P5","81.90180536330581,99.0",0.5841612354358999,0.5771653955566215,1,327.3591840299649,49988,48595,0.02,0.0009879725642786305,44,121,True
"0, 2","N32, M0P6","81.90180536330581,99.0",0.17100819241114815,0.3155583561690353,1,316.63954851502797,49988,48595,0.02,0.0009556206208950744,16,63,True
"1, 0","N71, M0P5","71.19772643100195,87.1675",0.549900915008964,0.39840243185844604,1,298.23269081656025,49998,48598,0.02,0.0009000685811545232,99,365,True
"0, 0","N4, N65","0,36.5625",1.0,0.8712988792682639,1,311.06950318314404,49983,48627,0.02,0.0009758332163408067,1505,2007,True
"0, 0, 0, 1, 0","N3, N41, N52, N61, N94","82.55141286242167,92.28039250088415",0.2524469100406199,0.5715128278318854,1,343.9314237788435,49437,48637,0.05,0.001037987712773872,2,8,True
"0, 1, 0, 1","N3, N10, N52, N61","82.55141286242167,92.28039250088415",0.14122525100587027,0.2710684892419848,1,240.0664098330238,49437,48637,0.04,0.0007245222926086806,2,12,True
"0, 0, 1, 0, 0, 0","N11, N13, N75, N90, M0P5, M0P6","63.95139104944798,87.1675",1.0,0.9462989960201308,1,432.53313909921974,49944,48641,0.06,0.0013053883789379982,38,50,True
"0, 0","N4, N65","-2.005176272414164,25.902822694684037",1.0,0.8898681350031088,2,311.06950318314404,49983,48644,0.02,0.0019516664326816133,1370,1992,True
"0, 1","N7, N47","0,50.1875",1.0,0.8324111408198864,1,299.87661465803274,49983,48659,0.02,0.0009050299560979239,725,848,True
"0, 0, 0","N8, N61, N84","0.9024999999999999,50.1875",1.0,0.8337534879216895,1,325.2927894238112,49951,48673,0.03,0.0009817361692805713,495,596,True
0,N65,"-7.63951760069841,36.5625",1.0,0.8705382578717502,1,311.06950318431046,49983,48680,0.01,0.0009758332163452071,1490,1988,True
1,M0P5,"0.623170115871641,50.1875",1.0,0.9281867713700349,1,281.86957402750835,49983,48696,0.01,0.0008656761996294356,917,1006,True
"0, 2, 2, 0","N10, N17, N64, N97","0,56.01542047902217",0.2892170072449224,0.740561772864014,1,335.64840470519493,49505,48705,0.04,0.001012989496767162,2,2,True
"0, 0, 0, 0","N5, N95, M0P5, M0P6","71.19772643100195,87.1675",1.0,0.811392676402784,1,382.8780432803504,49998,48722,0.04,0.0011555289134367068,84,159,True
1,N40,"0.9024999999999999,42.88652033416547",1.0,0.8411724710503936,1,319.31404040008994,49926,48733,0.01,0.000963692258211916,461,609,True
"0, 0, 0, 0","N0, N11, N21, M0P5","63.95139104944798,86.08896694137103",0.11494951352881017,0.21181439296786947,1,311.12415863477895,49971,48746,0.04,0.0009389751313263832,64,235,True
2,M0P5,"76.54308002857317,89.0775",0.8578478518262574,0.45163684306914276,1,325.2810725099057,49988,48767,0.01,0.000981700807543246,86,324,True
"1, 0","N21, N95","0.9024999999999999,36.5625",1.0,0.9003536294297709,1,296.1714172564614,49951,48786,0.02,0.0008938476415132996,330,431,True
"1, 0, 0","N75, N79, M0P5","71.19772643100195,87.1675",0.4263663820913998,0.3299091540142051,1,302.1260062072274,49944,48816,0.03,0.0009118186372938091,82,332,True
"1, 1, 0, 0, 2","N9, N20, N51, N62, M0P5","79.07,87.1675",0.723109522697359,0.7337446331656882,1,328.26131355602877,49945,48819,0.05,0.0009906951982069187,24,65,True
"1, 2, 1, 2","N55, N71, N81, M0P6","76.27409704843437,86.09210055900483",1.0,0.8098273741476311,1,306.99383014436097,49625,48825,0.04,0.0009265097678080717,2,5,True
"1, 2, 0","N56, N78, M0P6","71.19772643100195,87.1675",0.10981560204355978,0.19859199391901555,1,298.98925853898226,49688,48832,0.03,0.00090235190842694,20,102,True
"0, 0","N4, N65","0,48.725145513595585",1.0,0.8036134384875114,1,311.06950318314404,49983,48839,0.02,0.0009758332163408067,1454,1812,True
0,N16,"0.9024999999999999,36.5625",1.0,0.8717171857823504,1,322.28043064069055,49983,48839,0.01,0.0009726448470367617,1336,1791,True
"2, 0, 1","N14, N52, N71","76.54308002857317,87.1675",0.400471791981695,0.6763864000011777,1,325.92405966837134,49760,48846,0.03,0.0009836413477899782,17,47,True
"0, 2, 0, 2","N28, N59, N66, M0P5","82.3143768687293,86.75492849457652",0.20330225675189598,0.38930123638354014,1,334.30012666777884,49867,48846,0.04,0.0010089203831605477,4,25,True
"1, 1, 0, 0","N2, N75, M0P5, M0P6","66.09168467398428,87.1675",1.0,0.9173083706357967,1,375.1026360441442,49798,48860,0.04,0.0011320626739046516,28,40,True
"0, 0","N54, N86","0,50.1875",1.0,0.7991018129247367,1,297.4042221526687,49983,48866,0.02,0.000924280810757346,1319,1623,True
"0, 0","N4, N65","0,33.85408264000908",1.0,0.8759096026969324,1,311.06950318314404,49983,48880,0.02,0.0009758332163408067,1289,1776,True
"0, 0, 0, 0","N7, N13, M0P5, M0P6","66.09168467398428,87.1675",1.0,0.8263067671096164,1,372.5898656154371,49998,48888,0.04,0.0011244791132012926,85,146,True
"1, 0, 2, 0","N3, N19, N68, M0P6","82.85047247875899,109.10946613932475",0.32306213162798375,0.6983614829034139,1,324.6928360757394,49700,48900,0.04,0.0009799255054084137,10,27,True
"0, 0, 2, 0, 0, 0","N19, N46, N68, N70, N95, M0P6","82.85047247875899,100.54490965793508",1.0,0.9144767582662306,1,343.7449909173512,49700,48900,0.06,0.0010374250569474281,4,6,True
"0, 0","N4, N62","0,42.02724348807771",1.0,0.8410094211444006,1,301.7439360412388,49983,48907,0.02,0.0009406524236060545,1367,1793,True
1,N57,"0.623170115871641,50.1875",0.996508120953696,0.7903459063374327,1,299.0796403022746,49967,48921,0.01,0.0009306013420203147,750,929,True
"0, 2, 1","N65, M0P5, M0P6","81.90180536330581,86.47639189065158",0.8006844774589505,0.609000488345158,1,339.30685715231107,49945,48925,0.03,0.0010240307347155616,35,123,True
"1, 0, 0, 2","N9, N54, N84, M0P5","70.8325,87.1675",0.7687999476448917,0.7953244531030252,1,338.7322134390805,49929,48925,0.04,0.0010222964555182655,33,69,True
"1, 0, 0","N75, M0P5, M0P6","73.59068955445831,84.77453687654365",0.9594470600896948,0.7113716158436512,1,379.51857323647835,49944,48936,0.03,0.0011453900067074007,45,112,True
"1, 0, 0","N6, M0P5, M0P6","71.19772643100195,87.1675",1.0,0.8597103282228173,1,368.12667113648416,49944,48936,0.03,0.0011110091575398631,46,84,True
"0, 0, 2, 0, 2, 1","N7, N11, N25, N51, M0P5, M0P6","81.90180536330581,86.47639189065158",1.0,0.9618235678111801,1,345.01059904944435,49760,48950,0.06,0.0010412446721366007,7,9,True
"0, 0, 0, 0, 2, 1","N7, N11, N51, N84, M0P5, M0P6","81.90180536330581,86.47639189065158",1.0,0.8363896196751712,1,346.5539887229559,49760,48950,0.06,0.001045902634178933,14,30,True
"0, 0, 0, 1, 2","N2, N37, N73, N96, M0P5","81.90180536330581,99.0",0.34371322287228767,0.6018117927412462,1,327.2720753121445,49988,48955,0.05,0.0009877096694905368,19,51,True
"0, 0, 0, 0, 2, 1","N7, N11, N73, N84, M0P5, M0P6","81.90180536330581,86.47639189065158",1.0,0.8379015486266866,1,357.2832906464532,49799,48960,0.06,0.0010782837508587293,11,26,True
0,N8,"11.539325593175956,25.925674406824044",0.527521990137318,0.2635780160052915,1,306.48205273257724,49912,48979,0.01,0.000958527014902707,244,1179,True
"0, 0","N65, N66","-13.299518863992786,50.1875",1.0,0.797995667069092,1,311.760284631593,49983,48979,0.02,0.0009408949645338705,1014,1248,True
"2, 2","N70, M0P6","70.8325,99.0",0.06943824861472135,0.11179717769265987,1,317.65911988033696,49988,48990,0.02,0.0115648587470489,7,21,True
"0, 2","N0, M0P5","71.28057153281134,87.1675",0.48283842092000406,0.3208454329173576,1,317.18577487183563,49988,48991,0.02,0.0009572691362895973,66,249,True
"0, 0, 0, 0","N21, N95, M0P5, M0P6","71.19772643100195,87.1675",1.0,0.8509820873042775,1,384.16246408232666,49944,48998,0.04,0.0011594053054099502,56,101,True
"1, 2","N9, M0P5","79.07,87.1675",0.8986682269125198,0.5668187485505475,1,322.73670084167014,49945,49004,0.02,0.0009740218740531306,40,138,True
"0, 1, 1, 0, 1, 2","N5, N9, N20, N32, N82, M0P5","81.90180536330581,99.0",0.2012653587041944,0.4021072082790093,1,336.6626114056311,49812,49012,0.06,0.001016050380479674,2,7,True
"1, 1, 0, 2","N9, N20, N51, M0P5","79.07,87.1675",0.723109522697359,0.7337446331656882,1,328.2449850466443,49945,49037,0.04,0.0009906459186385596,21,56,True
"0, 2, 0, 1","N16, N22, N28, M0P5","-9.410708348576055,63.1175",1.0,0.8406893505320084,1,308.8974333142103,49848,49048,0.04,0.000932254856984836,125,135,True
"0, 0, 0, 0","N21, N79, M0P5, M0P6","63.95139104944798,87.1675",1.0,0.7975623852916158,1,359.3863640195027,49944,49049,0.04,0.0010846308426606431,61,108,True
"0, 0","N36, N61","-7.871292300709113,42.88652033416547",1.0,0.8376821886860213,1,315.2579873882908,49983,49092,0.02,0.0009514510586659444,926,1216,True
"0, 0, 1, 2","N12, N17, N55, M0P6","81.9938065536327,87.07549880967312",0.32170248683973063,0.508730030547264,1,337.66607749745907,49988,49120,0.04,0.0010190788489518436,9,39,True
0,N95,"0.9024999999999999,50.1875",1.0,0.8029084173768339,1,301.3587902844388,49983,49134,0.01,0.000939199457492952,1117,1374,True
0,N95,"-7.63951760069841,31.0975",1.0,0.8830660748028106,2,301.3587902844388,49983,49151,0.01,0.001878398914985904,971,1359,True
1,N72,"0,36.5625",1.0,0.8702183806324834,1,296.12802084722017,49951,49151,0.01,0.0009194663289213776,577,780,True
"0, 1, 2","N7, N61, M0P5","81.90180536330581,90.92650010735524",1.0,0.851422071309022,2,326.7000574776648,49965,49165,0.03,0.001971966630431481,11,22,True
"0, 0, 0, 0","N0, N22, M0P5, M0P6","63.95139104944798,87.1675",1.0,0.8098350043265877,1,350.18195596938483,49971,49171,0.04,0.0010568518675544815,35,60,True
"0, 1","N16, N63","-9.410708348576055,63.1175",0.8799171112164761,0.5164497954515428,1,310.7102904300933,49981,49181,0.02,0.00093772607386472,447,527,True
0,N5,"0,36.5625",1.0,0.8684073052588758,1,303.71502793745304,49983,49183,0.01,0.0009480883869535551,1077,1458,True
"0, 0, 0, 0","N62, N95, M0P5, M0P6","63.95139104944798,87.1675",0.9973440016804493,0.7920690207732118,1,384.7929880009077,49998,49198,0.04,0.0011613082315017457,73,126,True
1,N53,"0.623170115871641,36.5625",1.0,0.8710324822440271,1,271.03496617479766,49934,49202,0.01,0.0008248025361376237,627,841,True
